Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site
Competitive Strategy and Organization Design Project,https://www.coursera.org/learn/organization-strategy-project?specialization=competitive-strategy,"This industry project is designed to allow you to apply the knowledge you have gained throughout the specialization for advising a real company. Our partner company will approach you with two specific questions the company is currently facing and that relate to the content of the specialization. You are asked to choose one of these questions and conduct an in-depth research on the topic. You need to collect relevant information, analyze it and relate it to the content you have learned throughout the Specialization. Based on your findings you will write a final report summarizing your research and consult the company how to deal with the issues they are facing.",Business,Business Strategy,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,Tobias Kretschmer,4.5stars,30,Approx. 8 hours to complete,Coursera
Enterprise Systems,https://www.coursera.org/learn/enterprise-systems?specialization=information-systems,"This course provides you with an understanding of what Enterprise Systems (also commonly termed as Enterprise Resource Planning Systems, ERPs) are. After learning about what these systems are, we would touch upon why these systems are useful to companies, through which you would get to see the various jobs and positions that are associated with the use and deployment of ERPs. ",Information Technology,Support and Operations,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Management,IT Skills and Knowledge,",Jason Chan,4.8stars,677,Approx. 7 hours to complete,Coursera
Success,https://www.coursera.org/learn/wharton-success?specialization=wharton-success,"Do you want to be more successful? This course was designed to help you define what success means to you, and to develop a plan for achieving it. Wharton Professor G. Richard Shell, an award-winning author and the creator of the popular Wharton School course on the meaning of success, created this course to help you answer the questions that arise when you consider how best to use your life. Drawing on his decades of research and mentoring, Shell offers personalized assessments to help you probe your past, imagine your future, and measure your strengths. He then combines these with the latest scientific insights on everything from self-confidence and happiness to relationships and careers. Throughout, he shares inspiring examples of people who found what they were meant to do by embracing their own true measure of success. Get ready for the journey of a lifetime—one that will help you reevaluate your future and envision success on your own terms. Students and executives say that Richard Shell’s courses and executive training programs have changed their lives. Let this course change yours.",Personal Development,Personal Development,Course,English,"Subtitles: Tamil, Arabic, French, Portuguese (European), Portuguese (Brazilian), Russian, Turkish, English, Spanish","goal setting,Happiness,Personality Development,Personal Development,",Richard Shell,4.8stars,"1,125",Approx. 9 hours to complete,Coursera
Bayesian Statistics: From Concept to Data Analysis,https://www.coursera.org/learn/bayesian-statistics?specialization=bayesian-statistics,"This course introduces the Bayesian approach to statistics, starting with the concept of probability and moving to the analysis of data. We will learn about the philosophy of the Bayesian approach as well as how to implement it for common types of data. We will compare the Bayesian approach to the more commonly-taught Frequentist approach, and see some of the benefits of the Bayesian approach. In particular, the Bayesian approach allows for better accounting of uncertainty, results that have more intuitive and interpretable meaning, and more explicit statements of assumptions. This course combines lecture videos, computer demonstrations, readings, exercises, and discussion boards to create an active learning experience. For computing, you have the choice of using Microsoft Excel or the open-source, freely available statistical package R, with equivalent content for both options. The lectures provide some of the basic mathematical development as well as explanations of philosophy and interpretation. Completion of this course will give you an understanding of the concepts of the Bayesian approach, understanding the key differences between Bayesian and Frequentist approaches, and the ability to do basic data analyses.",Data Science,Probability and Statistics,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Statistics,Bayesian Statistics,Bayesian Inference,R Programming,",Herbert Lee,4.6stars,"3,062",Approx. 11 hours to complete,Coursera
Access Control Concepts,https://www.coursera.org/learn/access-control-concepts?specialization=certified-in-cybersecurity,"Welcome to course 3 of 5 of this Specialization, Access Control Concepts.",Information Technology,Security,Course,English,Subtitles: English,"Logical Controls,administrative controls,Physical Controls,",(ISC)² Education & Training,4.8stars,12,Approx. 4 hours to complete,Coursera
Advanced Data Structures in Java,https://www.coursera.org/learn/advanced-data-structures?specialization=java-object-oriented,How does Google Maps plan the best route for getting around town given current traffic conditions?  How does an internet router forward packets of network traffic to minimize delay?  How does an aid group allocate resources to its affiliated local partners?,Computer Science,Algorithms,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Graphs,Search Algorithm,Graph Algorithms,Graph Data Structures,",Leo Porter,4.8stars,"1,229",Approx. 28 hours to complete,Coursera
Qualitative Data Collection Methods,https://www.coursera.org/learn/qualitative-data-collection-methods?specialization=qualitative-research-design-and-methods-for-public-health,"This course presents a detailed overview of qualitative methods of data collection, including observation, interviews, and focus group discussions. We will start with an in-depth overview of each method, explore how to plan for data collection, including developing data collection guides, and discuss techniques for managing data collection. For observation, we’ll focus on approaches with low levels of interaction with people and the environment (e.g. non-participant observation). We’ll talk about note-taking strategies, the use of observation guides, and approaches to writing up fieldnotes. For interviews, we’ll discuss development of effective question guides and demonstrate interviewing techniques. For focus group discussions, we’ll highlight moderation strategies and how to integrate activities into question guides to promote interaction in the group setting. Finally, we’ll briefly discuss the transcription process for recorded interviews and focus group discussions. Learners of this course will not only be able to put what they learn into practice, but they'll also develop a portfolio of qualitative research materials for career advancement.",Health,Health Informatics,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,"Karen Andes, PhD",4.7stars,42,Approx. 13 hours to complete,Coursera
"Unsupervised Learning, Recommenders, Reinforcement Learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning?specialization=machine-learning-introduction,"In the third course of the Machine Learning Specialization, you will:",Data Science,Machine Learning,Course,English,Subtitles: English,"Collaborative Filtering,Unsupervised Learning,Recommender Systems,Reinforcement Learning,Anomaly Detection,",Andrew Ng,4.9stars,"1,099",Approx. 27 hours to complete,Coursera
Introduction to Business Analytics: Communicating with Data ,https://www.coursera.org/learn/intro-business-analytics?specialization=business-data-management-communication,"This course introduces students to the science of business analytics while casting a keen eye toward the artful use of numbers found in the digital space. The goal is to provide businesses and managers with the foundation needed to apply data analytics to real-world challenges they confront daily in their professional lives. Students will learn to identify the ideal analytic tool for their specific needs; understand valid and reliable ways to collect, analyze, and visualize data; and utilize data in decision making for their agencies, organizations or clients.",Business,Leadership and Management,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Data Analysis,Analytics,Business Analytics,Health Care,",Kevin Hartman,4.6stars,536,Approx. 14 hours to complete,Coursera
Network Defense Essentials (NDE),https://www.coursera.org/learn/network-defense-essentials-nde?specialization=cybersecurity-attack-and-defense,Network Defense Essentials covers the fundamental concepts of information security and network defense. This introductory cybersecurity course is designed for today's entry-level information security or cybersecurity careers and is ideal for learners aspiring to pursue a career in cybersecurity.,Information Technology,Security,Course,English,Subtitles: English,,EC-Council,4.5stars,19,Approx. 31 hours to complete,Coursera
Mastering the Software Engineering Interview,https://www.coursera.org/learn/cs-tech-interview?specialization=java-object-oriented,"You’ve hit a major milestone as a computer scientist and are becoming a capable programmer. You now know how to solve problems, write algorithms, and analyze solutions; and you have a wealth of tools (like data structures) at your disposal.  You may now be ready for an internship or (possibly) an entry-level software engineering job.  But can you land the internship/job?  It depends in part on how well you can solve new technical problems and communicate during interviews.  How can you get better at this?  Practice!  ",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Live Coding,Programming Interview,Algorithms,Problem Solving,",Mia Minnes,4.6stars,551,Approx. 20 hours to complete,Coursera
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science?specialization=learn-sql-basics-data-science,"As data collection has increased exponentially, so has the need for people skilled at using and interacting with data; to be able to think critically, and provide insights to make better decisions and optimize their businesses. This is a data scientist, “part mathematician, part computer scientist, and part trend spotter” (SAS Institute, Inc.). According to Glassdoor, being a data scientist is the best job in America; with a median base salary of $110,000 and thousands of job openings at a time. The skills necessary to be a good data scientist include being able to retrieve and work with data, and to do that you need to be well versed in SQL, the standard language for communicating with database systems.",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Data Science,Data Analysis,Sqlite,SQL,",Sadie St. Lawrence,4.6stars,"14,748",Approx. 14 hours to complete,Coursera
Derivatives - Options & Futures,https://www.coursera.org/learn/derivatives-options-futures?specialization=financial-instruments-trading-investing,"While investing and trading in the options market may seem somewhat more daunting than other asset classes such as stocks, bonds, exchange-traded funds, currencies and commodities, you’ll ultimately find that their complexity can be boiled down to simple concepts you’ll be able to understand and use the more you’re exposed to, and have hands-on experience with the material.   Our aim is for you to acquire these skills, as well as the know-how, to invest and trade in these often-complex financial instruments. ",Business,Finance,Course,English,Subtitles: English,"Option Terminology,Option Risks,Options Strategies,Practical Demos,Mechanics of Futures Market,",Jeff Praissman,4.5stars,129,Approx. 16 hours to complete,Coursera
Digital Signal Processing 1: Basic Concepts and Algorithms,https://www.coursera.org/learn/dsp1?specialization=digital-signal-processing,"Digital Signal Processing is the branch of engineering that, in the space of just a few decades, has enabled unprecedented levels of interpersonal communication and of on-demand entertainment. By reworking the principles of electronics, telecommunication and computer science into a unifying paradigm, DSP is a the heart of the digital revolution that brought us CDs, DVDs, MP3 players, mobile phones and countless other devices. ",Physical Science and Engineering,Electrical Engineering,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Paolo Prandoni,4.5stars,512,Approx. 28 hours to complete,Coursera
Finance for Managers,https://www.coursera.org/learn/operational-finance?specialization=thinklikeacfo,"When it comes to numbers, there is always more than meets the eye.  In operational finance, you will learn how to read the “story” that the balance sheet and income statement tells about the company’s operations. The insights you gain from this “financial story” will then become a tool for short-term decision-making at the top management level relating to current assets, current liabilities and the management of working capital. Finally, by the end of the course you will understand the financial consequences of managerial decisions on operations, marketing, etc.",Business,Finance,Course,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Dupont Analysis,Management Accounting,Business Analysis,Finance,",Miguel Antón,4.8stars,867,Approx. 14 hours to complete,Coursera
Mandarin Chinese 3: Chinese for Beginners,https://www.coursera.org/learn/mandarin-chinese-3?specialization=learn-mandarin,"Mandarin Chinese 3: Chinese for beginners is a beginner's course of Mandarin Chinese in continuation of Mandarin Chinese 2: Chinese for beginners. It uses lectures, short plays, interactive exercises and cultural tips to help learners build a fundamental capability of oral Chinese in real-life situations. At the end of the 5-lesson course, the learners will reach the following proficiency: ",Language Learning,Other Languages,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Urdu, Russian, English, Spanish",,Wang Jun,4.9stars,318,Approx. 21 hours to complete,Coursera
Innovating with Data and Google Cloud,https://www.coursera.org/learn/innovating-with-data-google-cloud?specialization=creating-business-value-with-data-and-looker,Cloud technology on its own only provides a fraction of the true value to a business; When combined with data–lots and lots of it–it has the power to truly unlock value and create new experiences for customers. ,Information Technology,Cloud Computing,Course,English,Subtitles: English,,Google Cloud Training,4.8stars,618,Approx. 2 hours to complete,Coursera
Creating Sounds for Electronic Music,https://www.coursera.org/learn/music-synthesizer?specialization=electronic-music-production,What you’ll achieve:,Arts and Humanities,Music and Art,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Create an electronic composition,Create custom synthesizer patches,Manipulate preset patches,Sound Design,Create custom patches in Strobe 2,",Loudon Stearns,4.7stars,250,Approx. 13 hours to complete,Coursera
Qualitative Research,https://www.coursera.org/learn/qualitative-research?specialization=market-research,"In this course, the second in the Market Research Specialization, you will go in-depth with qualitative market research methods, from design to implementation to analysis.",Business,Marketing,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Sample Collection,Qualitative Research,Sample Size Determination,Sample Preparation,Focus Group,",Susan Berman,4.7stars,397,Approx. 14 hours to complete,Coursera
Quantitative Foundations for International Business,https://www.coursera.org/learn/quantitative-foundations-international-business?specialization=mba,"This course provides the essential mathematics required to succeed in the finance and economics related modules of the Global MBA, including equations, functions, derivatives, and matrices. You can test your understanding with quizzes and worksheets, while more advanced content will be available if you want to push yourself.",Business,Business Essentials,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,George Kapetanios,4.1stars,397,Approx. 9 hours to complete,Coursera
Project Management: Beyond planning and control,https://www.coursera.org/learn/project-management-beyond-planning-and-control?specialization=project-management-tools-approaches-skills,"Project Management is a fundamental theme to understand and work in any business environments. Projects are the organizational way to make innovation happen and to realize any kind of custom solution or to change how an organization work. Project Management is the set of capabilities, skills and tools to properly work on projects. The course aims to define the concept of a project and to show how, in the management of a successful business, project management and process management must coexist and integrate. During the course the project is analyzed as a managerial tool for the management of change and innovation and its links with the company strategy are emphasized.",Business,Leadership and Management,Course,English,Subtitles: English,"Project Management,Project Team,Conflict Management,",Daniel Trabucchi,4.8stars,69,Approx. 5 hours to complete,Coursera
"Imagery, Automation, and Applications",https://www.coursera.org/learn/gis-applications?specialization=gis,"Welcome to the last course of the specialization (unless your continuing on to the capstone project, of course!). ",Physical Science and Engineering,Environmental Science and Sustainability,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Geographic Information System (GIS),Imagery Analysis,Spatial Analysis,satellite imagery,Gis Applications,",Nick Santos,4.9stars,668,Approx. 27 hours to complete,Coursera
3D Printing Software,https://www.coursera.org/learn/3d-printing-software?specialization=3d-printing-additive-manufacturing,"This course will demonstrate how to use 3D printing software to create digital designs that can be turned into physical objects. It will also demonstrate how 3D scanners work to turn physical objects into digital designs. This course is hands-on in nature and will provide step-by-step instructions to guide you through two popular 3D modeling programs, Tinkercad and Fusion 360. Learners who complete this course will be able to use 3D software to design a wide variety of objects for both personal and professional use. In addition, learners who enroll in the course certificate will receive extended free access to Fusion 360 (provided by Autodesk).",Business,Entrepreneurship,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Jeffrey Smith,4.7stars,519,Approx. 15 hours to complete,Coursera
Business English: Basics,https://www.coursera.org/learn/business-english?specialization=business-english-speakers,"This course aims to improve your Business English language skills by developing your vocabulary and reading skills and your understanding of tone, style and knowledge of communication methods. We'll also cover how these language skills can enhance audience analysis, business case analysis and basic business communication strategies. Skills learned in this course will often be referred to and needed to complete the speaking, writing and cross-cultural communications courses of this Specialization.",Language Learning,Learning English,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Grammar,Business Communication,Communication,Writing,",Kin Tang,4.5stars,"1,091",Approx. 20 hours to complete,Coursera
Python Basics,https://www.coursera.org/learn/python-basics?specialization=python-3-programming,"This course introduces the basics of Python 3, including conditional execution and iteration as control structures, and strings and lists as data structures. You'll program an on-screen Turtle to draw pretty pictures. You'll also learn to draw reference diagrams as a way to reason about program executions, which will help to build up your debugging skills. The course has no prerequisites. It will cover Chapters 1-9 of the textbook ""Fundamentals of Python Programming,"" which is the accompanying text (optional and free) for this course.",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, English, Spanish",,Paul Resnick,4.8stars,"16,316",Approx. 34 hours to complete,Coursera
"Conversations That Inspire: Coaching Learning, Leadership and Change",https://www.coursera.org/learn/leadership-coaching?specialization=inspired-leadership,"Coaching can inspire and motivate people to learn, change, and be effective leaders, among other roles in life. Although most attempts are “coaching for compliance” (coaching someone to your wishes or expectations), decades of behavioral and neuroscience research show us that “coaching with compassion” (coaching someone to their dreams and desires) is more effective.",Business,Leadership and Management,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Active Listening,Change Management,Leadership,Coaching,","Ellen  VanOosten, PhD",4.7stars,320,Approx. 13 hours to complete,Coursera
Corporate Strategy,https://www.coursera.org/learn/corporate-strategy?specialization=strategic-leadership,"In this course you will learn how corporations create, capture, and maintain value, going beyond the management of a single line of business. It is thus a complement to (and should typically follow) a course on Business Strategy, which focuses on developing and sustaining competitive advantage for a single business unit. Here, you will be able to better understand and learn the tools to analyze and manage decisions from a corporate-level perspective, which emphasizes the management of multiple businesses and multiple stakeholders. Examples of such decisions include vertical integration, diversification, mergers and acquisitions, strategic alliances, international expansion, global strategy, corporate governance and corporate social responsibility.",Business,Business Strategy,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Mergers And Acquisitions (M&A),Diversification,Global Strategy,Corporate Governance,Strategic Management,",Joe Mahoney,4.7stars,"1,039",Approx. 10 hours to complete,Coursera
Introduction to Python for Cybersecurity ,https://www.coursera.org/learn/pythonforcybersecurity-introduction?specialization=pythonforcybersecurity,This course it the first part of the Python for Cybersecurity Specialization. Learners will get an introduction and overview of the course format and learning objectives.,Information Technology,Security,Course,English,Subtitles: English,,Howard Poston,4.5stars,240,Approx. 3 hours to complete,Coursera
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,https://www.coursera.org/learn/microsoft-ai-900-exam-prep?specialization=microsoft-azure-ai-900-ai-fundamentals,"Microsoft certifications give you a professional advantage by providing globally recognized and industry-endorsed evidence of mastering skills in digital and cloud businesses.​​ In this course, you will prepare to take the AI-900 Microsoft Azure AI Fundamentals certification exam. ",Data Science,Machine Learning,Course,English,Subtitles: English,"Natural Language Processing,Test Preparation,Artificial Intelligence (AI),Machine Learning,Microsoft Azure,",Microsoft,4.7stars,53,Approx. 9 hours to complete,Coursera
"Cloud Virtualization, Containers and APIs",https://www.coursera.org/learn/cloud-virtualization-containers-api-duke?specialization=building-cloud-computing-solutions-at-scale,"Welcome to the second course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will learn to design Cloud-native systems with the fundamental building blocks of Cloud computing. These building blocks include virtual machines and containers. You will also learn how to build effective Microservices using technologies like Flask and Kubernetes. Finally, you will analyze successful patterns in Operations including: Effective alerts, load testing and Kaizen. ",Information Technology,Cloud Computing,Course,English,Subtitles: English,,Noah Gift,4.5stars,76,Approx. 13 hours to complete,Coursera
Tools for Exploratory Data Analysis in Business,https://www.coursera.org/learn/tools-exploratory-data-analysis-business?specialization=analytics,"This course introduces several tools for processing business data to obtain actionable insight. The most important tool is the mind of the data analyst. Accordingly, in this course, you will explore what it means to have an analytic mindset. You will also practice identifying business problems that can be answered using data analytics. You will then be introduced to various software platforms to extract, transform, and load (ETL) data into tools for conducting exploratory data analytics (EDA). Specifically, you will practice using PowerBI, Alteryx, and RStudio to conduct the ETL and EDA processes. ",Data Science,Data Analysis,Course,English,Subtitles: English,"R and RStudio,Data Cleansing and Exploration,Alteryx,Analytic Mindset,PowerBI,",Ronald Guymon,4.8stars,31,Approx. 17 hours to complete,Coursera
Feature Engineering,https://www.coursera.org/learn/feature-engineering?specialization=machine-learning-tensorflow-gcp,"Want to know about Vertex AI Feature Store? Want to know how you can improve the accuracy of your ML models? What about how to find which data columns make the most useful features? Welcome to Feature Engineering, where we discuss good versus bad features and how you can preprocess and transform them for optimal use in your models. This course includes content and labs on feature engineering using BigQuery ML, Keras, and TensorFlow.",Data Science,Machine Learning,Course,English,Subtitles: English,,Google Cloud Training,4.5stars,"1,725",Approx. 13 hours to complete,Coursera
Leading People and Teams Capstone,https://www.coursera.org/learn/leading-teams-project?specialization=leading-teams,"Interviews in organizations constitute a cornerstone of talent selection and promotion practices. One of the key goals of the interview process is to understand how you would approach a variety of leadership challenges at work, given your knowledge, expertise, and prior work experience. Within the context of this interview, your primary objective for the capstone assignment is to use content from the specialization to demonstrate your knowledge of key leadership skills.",Business,Leadership and Management,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Urdu, Russian, English, Spanish","Coaching,Team Building,Management,Team Management,Leadership,","Maxim Sytch, Ph.D.",4.8stars,429,Approx. 2 hours to complete,Coursera
Developing a Leadership Framework,https://www.coursera.org/learn/developing-leadership-framework?specialization=advanced-leadership-skills,"This course offers seasoned and up-and-coming leaders a clear, concise overview of the challenges of organizational leadership and practical strategies for improving as leaders. The lessons are structured around essential leadership responsibilities, including defining leadership, understanding what it is not, and understanding how to construct a leadership framework utilizing the elements of the 4D Leadership Development Framework.",Business,Leadership and Management,Course,English,Subtitles: English,"Understand the difference between leadership and management,Determine your leadership style,Define leadership,Assist in leading your organization to change management,Develop your leadership philosophy,",Dr Andrew Campbell,,,Approx. 25 hours to complete,Coursera
Converter Control,https://www.coursera.org/learn/converter-control?specialization=power-electronics,"This course can also be taken for academic credit as ECEA 5702, part of CU Boulder’s Master of Science in Electrical Engineering degree.",Physical Science and Engineering,Electrical Engineering,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Dr. Robert Erickson,4.8stars,600,Approx. 19 hours to complete,Coursera
Copyright Law,https://www.coursera.org/learn/copyright-law?specialization=introduction-intellectual-property,"Copyright law is unique in the greater intellectual property regime, as it protects original expression that is fixed in a tangible medium and is the product of authorship.  This course is designed for creative professionals — such as screenwriters, musicians, documentary filmmakers or artists — who want to understand the scope and limits of which works can enjoy U.S. copyright protection. The course will introduce students to the workings of copyright law through an examination of the system’s basic principles, rules, and institutions. Topics will include; the justifications for copyright law, copyrightable subject matter, authorship, the nature and scope of copyright’s exclusive rights, fair use, and remedies for infringement. ",Social Sciences,Law,Course,English,"Subtitles: English, Spanish","Copyright,Copyright Protection,Fair Use,",Shyam Balganesh,4.8stars,280,Approx. 12 hours to complete,Coursera
Version Control,https://www.coursera.org/learn/introduction-to-version-control?specialization=meta-react-native,"Learn how modern software developers collaborate across the world without messing up each other's code. You will look at the different version control systems and how to create an effective software development workflow. You will be introduced to some of the most commonly used Linux commands that you can use to work with files on your hard drive and create powerful workflows that will automate your work, saving you time and effort. ",Computer Science,Mobile and Web Development,Course,English,Subtitles: English,"Linux,Web Development,Bash (Unix Shell),Github,Version Control,",Taught by Meta Staff,4.7stars,"1,498",Approx. 13 hours to complete,Coursera
Inheritance and Data Structures in Java,https://www.coursera.org/learn/java-inheritance-data-structures?specialization=programming-python-java,"This course provides a comprehensive look at Java inheritance, including access modifiers and overriding methods.  Students are introduced to abstract classes, and will learn how to read and write to files, use regular expressions for parsing text, and how to leverage complex data structures like collections and maps.  ",Computer Science,Software Development,Course,English,Subtitles: English,"Debugging,Problem Solving,Java Programming,Data Structure,Inheritance,",Brandon Krakowsky,4.7stars,54,Approx. 20 hours to complete,Coursera
Business Strategies for Social Impact,https://www.coursera.org/learn/wharton-social-impact?specialization=wharton-global-business-strategy,"When is it good business practice to invest for social good? What are the most innovative and effective business strategies for developing positive social impact around the world? Designed by renowned Wharton professors Katherine Klein and Chris Geczy to help individuals, organizations, and investors bring about societal change, this course introduces the fundamentals of impact investing, and developing a business strategy that drives social impact. You’ll learn how to become a leader who cultivates purpose and inspires change, measure societal impact through evidence-based models, and invest in ventures effectively and meaningfully. By the end of this course, you’ll have a deep understanding of the realities of leading an organization with purpose, and be able to build successful strategies that bring impactful change to the world.",Business,Business Strategy,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,Katherine Klein,4.6stars,524,Approx. 10 hours to complete,Coursera
Command Line Tools for Genomic Data Science,https://www.coursera.org/learn/genomic-tools?specialization=genomic-data-science,"Introduces to the commands that you need to manage and analyze directories, files, and large sets of genomic data. This is the fourth course in the Genomic Big Data Science Specialization from Johns Hopkins University.",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Bioinformatics,Samtools,Unix,Command-Line Interface,","Liliana Florea, PhD",4.0stars,524,Approx. 11 hours to complete,Coursera
Build Basic Generative Adversarial Networks (GANs),https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,"In this course, you will:",Data Science,Machine Learning,Course,English,"Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Turkish, English, Spanish","Controllable Generation,WGANs,Conditional Generation,Components of GANs,DCGANs,",Sharon Zhou,4.7stars,"1,698",Approx. 33 hours to complete,Coursera
Supply Chain Analytics Essentials,https://www.coursera.org/learn/supply-chain-analytics-essentials?specialization=supply-chain-analytics,Welcome to Supply Chain Analytics - an exciting area that is in high demand! ,Business,Business Essentials,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Data Analysis,Supply Chain,job intelligence,",Yao Zhao,4.5stars,833,Approx. 9 hours to complete,Coursera
"Modern Robotics, Course 2:  Robot Kinematics",https://www.coursera.org/learn/modernrobotics-course2?specialization=modernrobotics,Do you want to know how robots work?  Are you interested in robotics as a career?  Are you willing to invest the effort to learn fundamental mathematical modeling techniques that are used in all subfields of robotics?,Physical Science and Engineering,Mechanical Engineering,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,Kevin Lynch,4.9stars,265,Approx. 18 hours to complete,Coursera
Python for Active Defense,https://www.coursera.org/learn/python-for-active-defense?specialization=pythonforcybersecurity,This course covers Python for active defense.,Information Technology,Security,Course,English,Subtitles: English,"Python Programming,active defense,",Howard Poston,4.2stars,27,Approx. 4 hours to complete,Coursera
Essentials of Palliative Care,https://www.coursera.org/learn/essentials-of-palliative-care?specialization=palliative-care-always,"This course starts you on your journey of integrating primary palliative care into your daily lives.  You will learn what palliative care is, how to communicate with patients, show empathy, and practice difficult conversations. You will learn how to screen for distress and provide psychosocial support. You will learn about goals of care and advance care planning and how to improve your success with having these conversations with patients.  Finally, you will explore important cultural considerations and improve your cultural competency on the topics covered.",Health,Patient Care,Course,English,Subtitles: English,"Self-Care,Palliative Care,Communication,Psychosocial Support,Goals of Care/ACP,",Kavitha Ramchandran,4.6stars,48,Approx. 10 hours to complete,Coursera
Mindfulness in Integrative Healthcare,https://www.coursera.org/learn/mindfulness-integrative-healthcare?specialization=integrative-nursing,"By the end of this course, you will be able to assess when mindfulness may be helpful for your patients or clients, educate them about its potential benefits, and refer them to mindfulness programs and resources. To begin, you will explore what mindfulness is (and is not) through presentations and direct experience. You will also learn about the research supporting the benefits (and risks) of mindfulness for various conditions, as well as how to identify contraindications. Finally, you will learn about the benefits of this practice for you as a busy healthcare provider.",Health,Research,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","wellbeing,improved symptom management,whole-person care,Mindfulness,integrative medicine,",Louise Delagran,4.8stars,200,Approx. 9 hours to complete,Coursera
Python and Machine Learning for Asset Management ,https://www.coursera.org/learn/python-machine-learning-for-investment-management?specialization=investment-management-python-machine-learning,"This course will enable you mastering machine-learning approaches in the area of investment management. It has been designed by two thought leaders in their field, Lionel Martellini from EDHEC-Risk Institute and John Mulvey from Princeton University. Starting from the basics, they will help you build practical skills to understand data science so you can make the best portfolio decisions.",Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Programming skills,Managing your own personal invetsments,Investment management knowledge,Computer Science,Expertise in data science,",John Mulvey - Princeton University,3.1stars,304,Approx. 16 hours to complete,Coursera
Essential Epidemiologic Tools for Public Health Practice,https://www.coursera.org/learn/epidemiology-tools?specialization=professional-epidemiology,"In order to make a difference in the health and well-being of a population, we must understand the burden of all problems and conditions that affect the population, as well as how well our efforts to mitigate these problems are actually working. This course provides you with some essential skills and tools that will enhance your ability to describe and understand the health of your community. The tools that epidemiologists use are in fact useful for all public health practitioners, including data scientists, program officials, agency leaders, and policymakers. Whether you are deeply enmeshed in your career and looking to augment your skills, or are looking to change career paths into the field of public health, this course will give you some of the practical knowledge and skills that we hope you can apply in your professional endeavors.",Health,Public Health,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Estimation,Geographic Information System (GIS),Statistical Methods,visualization,","Aruna Chandran, MD, MPH",4.7stars,"2,772",Approx. 4 hours to complete,Coursera
